"order_id","product_id","seller_id","total_pedido"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"03caa2c0-8211-6e1d-31e6-7e9ae3700499","5769ef0a-2391-14ac-3a85-4af00df129e4","b37c4c02-bda3-161a-7546-a4e6d222d5b2","13664.08"
"736e1922-ae60-d0d6-a892-47b851902527","19936fa4-f614-ee05-90d3-b77ac83fd648","b37c4c02-bda3-161a-7546-a4e6d222d5b2","7274.88"
"736e1922-ae60-d0d6-a892-47b851902527","19936fa4-f614-ee05-90d3-b77ac83fd648","b37c4c02-bda3-161a-7546-a4e6d222d5b2","7274.88"
"736e1922-ae60-d0d6-a892-47b851902527","19936fa4-f614-ee05-90d3-b77ac83fd648","b37c4c02-bda3-161a-7546-a4e6d222d5b2","7274.88"
"736e1922-ae60-d0d6-a892-47b851902527","19936fa4-f614-ee05-90d3-b77ac83fd648","b37c4c02-bda3-161a-7546-a4e6d222d5b2","7274.88"
"0812eb90-2a67-711a-1cb7-42b3cdaa65ae","489ae2aa-008f-0215-0294-0f251d4cce7f","e3b4998c-7a49-8169-dc7b-ce44e6bb6277","6929.31"
"fefacc66-af85-9508-bf1a-7934eab1e97f","69c590f7-ffc7-bf8d-b971-90b6cb6ed62e","80ceebb4-ee9b-31af-b6c6-a916a574a1e2","6922.21"
"f5136e38-d1a1-4a4d-bd87-dff67da82701","1bdf5e67-3158-5cf0-1aa8-169c7028d6ad","ee27a8f1-5b1d-ded4-d213-a468ba4eb391","6726.66"
"2cc90894-4504-6817-a753-9d90805e6e5a","c183fd5d-2abf-0587-3fa6-e1014ed9e06c","f08a5b9d-d676-7129-688d-001acafc21e5","6081.54"
"2cc90894-4504-6817-a753-9d90805e6e5a","c183fd5d-2abf-0587-3fa6-e1014ed9e06c","f08a5b9d-d676-7129-688d-001acafc21e5","6081.54"
"2cc90894-4504-6817-a753-9d90805e6e5a","c183fd5d-2abf-0587-3fa6-e1014ed9e06c","f08a5b9d-d676-7129-688d-001acafc21e5","6081.54"
"2cc90894-4504-6817-a753-9d90805e6e5a","c183fd5d-2abf-0587-3fa6-e1014ed9e06c","f08a5b9d-d676-7129-688d-001acafc21e5","6081.54"
"2cc90894-4504-6817-a753-9d90805e6e5a","c183fd5d-2abf-0587-3fa6-e1014ed9e06c","f08a5b9d-d676-7129-688d-001acafc21e5","6081.54"
"2cc90894-4504-6817-a753-9d90805e6e5a","c183fd5d-2abf-0587-3fa6-e1014ed9e06c","f08a5b9d-d676-7129-688d-001acafc21e5","6081.54"
"a96610ab-360d-42a2-e533-5a3998b4718a","a6492cc6-9376-c469-ab6f-61d8f44de961","59417c56-835d-d8e2-e72f-91f809cd4092","4950.34"
"b4c4b76c-6428-08cb-e472-a32b86cddc95","3db0b74f-af0d-26a6-b252-528659d6b849","c4f7fee5-b0db-50e8-7766-f5a4d1b1b758","4809.44"
"b4c4b76c-6428-08cb-e472-a32b86cddc95","3db0b74f-af0d-26a6-b252-528659d6b849","c4f7fee5-b0db-50e8-7766-f5a4d1b1b758","4809.44"
"199af31a-fc78-c699-f0db-f71fb178d4d4","c3ed642d-5925-94bb-648f-f4a04cee2747","59417c56-835d-d8e2-e72f-91f809cd4092","4764.34"
"8dbc85d1-4472-42f3-b127-dda390d56e19","259037a6-a418-45e4-5518-3f89c5035f18","c72de06d-7274-8d1a-0dfb-2125be43ba63","4681.78"
"426a9742-b533-fc6f-ed17-d1fd6d143d7e","a1beef8f-3992-dbd4-cd87-26796aa69c53","512d298a-c2a9-6d19-31b6-bd30aa21f61d","4513.32"
"d2f27048-7125-ddc4-1fd1-34c4003ad1d7","564a04f0-27fb-97b5-3ca0-8464632db860","2bf6a2c1-e71b-bd29-a4ad-64e6d3c3629f","4445.50"
"d2f27048-7125-ddc4-1fd1-34c4003ad1d7","df676834-e2a3-8e1b-f267-bd85a2dc8e3a","2bf6a2c1-e71b-bd29-a4ad-64e6d3c3629f","4445.50"
"80dfedb6-d17b-f235-39be-eef3c768f4d7","4ca7b91a-3163-7bd2-4fb8-e559d5e015e4","59417c56-835d-d8e2-e72f-91f809cd4092","4194.76"
"68101694-e5c5-dc73-30c9-1e1bbc36214f","6cdf8fc1-d741-c765-86d8-b6b15e9eef30","ed4acab3-8528-488b-65a9-a9c603ff024a","4175.26"
"b239ca7c-d485-940b-3188-2363b52e6674","dd113cb0-2b2a-f9c8-e578-7e8f1f0722f6","821fb029-fc6e-495c-a4f0-8a35d51e53a5","4163.51"
"9a3966c2-3190-dbdb-aabe-d08e8429c006","4c50dcc5-0f15-12f4-6096-d6ef0142c4a9","abe021b0-1ba9-9224-5271-b9aa422032df","4042.74"
"9de73f3e-6157-169a-d6c3-2b9f313c7dcb","0eb41884-a877-3e01-9708-fb8409fd8347","c510bc17-18f0-f296-1eaa-42a23330681a","4034.44"
"86c4eab1-5719-21a6-a6e2-48ed312f5a5a","6902c196-2dd1-9d54-0807-d0ab8fade5c6","fa1c13f2-614d-7b5c-4749-cbc52fecda94","4016.91"
"41b7766b-b1df-487d-17fb-9725b78ff509","0563d4cc-4191-41ea-b2e5-b438046e844e","039e6ad9-dae7-9614-4930-83e241147386","3979.55"
"a53e05ec-d2ed-1f46-a2b8-e1f5828be7c6","dd113cb0-2b2a-f9c8-e578-7e8f1f0722f6","821fb029-fc6e-495c-a4f0-8a35d51e53a5","3826.80"
"d3f66901-a674-3e15-f931-1547cc623b91","1953c4e5-17bc-2573-9bc4-223ede2ff5bc","2bf6a2c1-e71b-bd29-a4ad-64e6d3c3629f","3792.59"
"e85c92ee-6a3b-a1ef-47e4-1c23286314d9","07193040-4657-f7cd-416f-75bd063a9d4b","403aa869-1252-7d73-0337-ffcb0fb096ab","3736.22"
"b15c7e97-2c74-6844-14fb-2e659fce916a","e272c7b6-c21c-38e8-ee51-0666a28460d4","2b3e4a2a-3ea8-e019-38ca-bda2a3e5cc79","3666.42"
"b15c7e97-2c74-6844-14fb-2e659fce916a","e272c7b6-c21c-38e8-ee51-0666a28460d4","2b3e4a2a-3ea8-e019-38ca-bda2a3e5cc79","3666.42"
"b15c7e97-2c74-6844-14fb-2e659fce916a","e272c7b6-c21c-38e8-ee51-0666a28460d4","2b3e4a2a-3ea8-e019-38ca-bda2a3e5cc79","3666.42"
"df85c824-5235-00d4-066a-0dbdb5d95bed","5e954c4e-d342-c504-36d2-5d5f50a34919","585175ec-331e-a177-fa47-199e39a6170a","3602.47"
"3a4b013e-0147-23cc-38c9-faa8ffdc6387","34f99d82-cfc3-55d0-8d8d-b780d14aa002","a00824eb-9093-d40e-589b-940ec45c4eb0","3526.46"
"43bdbd9d-c093-1d72-befd-f4765af6c442","7e53e051-875b-2a0c-9f22-acd8a9a29a20","eeb6de78-f791-5960-0292-e314a77cbd18","3406.47"
"66b9c991-ee30-8f93-42f6-a7f63bb68251","19936fa4-f614-ee05-90d3-b77ac83fd648","b37c4c02-bda3-161a-7546-a4e6d222d5b2","3358.24"
"66b9c991-ee30-8f93-42f6-a7f63bb68251","19936fa4-f614-ee05-90d3-b77ac83fd648","b37c4c02-bda3-161a-7546-a4e6d222d5b2","3358.24"
"94fca829-66c0-5ba7-07f4-e7dc0c50aa3c","0cf5798c-f0a6-9ca3-9b28-6d63dd5a9501","5d9dc90a-686a-8fdd-acff-ab6bab5653a3","3351.35"
"f398a143-c0fe-171d-965d-b2096cf064cf","0c104824-e973-388d-487c-67a3d346e96d","bede5609-5ba3-3c42-038f-b85f707b8a42","3297.40"
"cb418bb4-b611-5438-d20b-0141ed5bc9e0","e74384c9-363e-7688-4885-4356a37c73f4","522620dc-b18a-6b31-cd7b-df73665113a9","3256.14"
"cb418bb4-b611-5438-d20b-0141ed5bc9e0","e74384c9-363e-7688-4885-4356a37c73f4","522620dc-b18a-6b31-cd7b-df73665113a9","3256.14"
"91234362-6f37-0ead-5ef2-e85a9d757e22","cec51758-e983-9eb5-414b-214934430da6","52d76513-f0c4-d97f-3b99-570e2c94ee31","3242.84"
"91234362-6f37-0ead-5ef2-e85a9d757e22","7d00a7c0-29fe-3cf2-bddc-1e8e0484c2c1","52d76513-f0c4-d97f-3b99-570e2c94ee31","3242.84"
"91234362-6f37-0ead-5ef2-e85a9d757e22","cec51758-e983-9eb5-414b-214934430da6","52d76513-f0c4-d97f-3b99-570e2c94ee31","3242.84"
"91234362-6f37-0ead-5ef2-e85a9d757e22","cec51758-e983-9eb5-414b-214934430da6","52d76513-f0c4-d97f-3b99-570e2c94ee31","3242.84"
"91234362-6f37-0ead-5ef2-e85a9d757e22","cec51758-e983-9eb5-414b-214934430da6","52d76513-f0c4-d97f-3b99-570e2c94ee31","3242.84"
"91234362-6f37-0ead-5ef2-e85a9d757e22","7d00a7c0-29fe-3cf2-bddc-1e8e0484c2c1","52d76513-f0c4-d97f-3b99-570e2c94ee31","3242.84"
"1d54db60-1b41-7ccd-fd3b-7071955e6cc7","6e729bd4-56c5-4469-a9af-4c8774f1eab7","039e6ad9-dae7-9614-4930-83e241147386","3209.72"
"4412d97c-b209-3633-afa8-5f11db46316c","03d817e5-e392-e786-74ed-0bd8195f9159","9803a40e-82e4-5418-ab7f-b84091af5231","3195.74"
"4412d97c-b209-3633-afa8-5f11db46316c","993ac19a-a975-0757-75c1-6ba15426f8be","9803a40e-82e4-5418-ab7f-b84091af5231","3195.74"
"4412d97c-b209-3633-afa8-5f11db46316c","da781310-6f94-601e-6022-f50017299e2f","9803a40e-82e4-5418-ab7f-b84091af5231","3195.74"
"4412d97c-b209-3633-afa8-5f11db46316c","33e503f6-8fb6-0fe1-65ed-992965f2c737","9803a40e-82e4-5418-ab7f-b84091af5231","3195.74"
"4412d97c-b209-3633-afa8-5f11db46316c","33e503f6-8fb6-0fe1-65ed-992965f2c737","9803a40e-82e4-5418-ab7f-b84091af5231","3195.74"
"4412d97c-b209-3633-afa8-5f11db46316c","1179867d-8058-8659-1809-f49767db9ecd","9803a40e-82e4-5418-ab7f-b84091af5231","3195.74"
"d7a2c0c1-ff66-b314-f3bf-166fb4157fd4","2b69866f-22de-8dad-69c9-76771daba91c","6bd69102-ab48-df50-0790-a8cecfc285c2","3184.55"
"53c71d39-5350-7c62-39ff-73917ed358c9","17d98fc6-30d2-3a62-8ec1-130f8d69d1d2","f9244d45-189d-3a36-0549-9abddeade7d5","3184.34"
"31e50461-be69-57a7-4916-6e97af082d0a","6054d161-235b-97a4-aacc-ea2a086d30b8","4a3ccda3-8b21-2970-5f3f-b522db62ca31","3155.82"
"0af28d87-5205-65eb-3b57-c9b2abe1a2cc","34f99d82-cfc3-55d0-8d8d-b780d14aa002","a00824eb-9093-d40e-589b-940ec45c4eb0","3126.50"
"d9956b08-05e3-24db-3f2a-546ef216c10b","34f99d82-cfc3-55d0-8d8d-b780d14aa002","a00824eb-9093-d40e-589b-940ec45c4eb0","3126.50"
"81715239-1178-6efd-1d91-c66d69051fcd","1f411e9a-3119-6b71-ed84-38c8254b858e","7681ef14-2fd2-c190-48da-7430856b5588","3122.72"
"81715239-1178-6efd-1d91-c66d69051fcd","1f411e9a-3119-6b71-ed84-38c8254b858e","7681ef14-2fd2-c190-48da-7430856b5588","3122.72"
"81715239-1178-6efd-1d91-c66d69051fcd","1f411e9a-3119-6b71-ed84-38c8254b858e","7681ef14-2fd2-c190-48da-7430856b5588","3122.72"
"81715239-1178-6efd-1d91-c66d69051fcd","1f411e9a-3119-6b71-ed84-38c8254b858e","7681ef14-2fd2-c190-48da-7430856b5588","3122.72"
"4160b644-7ad7-0e6d-73f7-221dd970bbe9","cc1829ca-ca18-97ee-7614-4ef20a32330f","612a743d-294c-2788-4fb7-b80d2b19ba35","3076.13"
"79d3522a-0854-c853-a497-9ff2691abd91","470433f9-5ba9-06e1-7efa-c3fce39e9ffd","e2a1ac9b-f33e-5549-a2a4-f834e70df2f8","3048.27"
"b0b0d328-5e59-abf2-f6c9-d7e1bf761323","470433f9-5ba9-06e1-7efa-c3fce39e9ffd","e2a1ac9b-f33e-5549-a2a4-f834e70df2f8","3044.12"
"3c71011c-33cf-4ba9-5d18-787bdc0e94d3","470433f9-5ba9-06e1-7efa-c3fce39e9ffd","e2a1ac9b-f33e-5549-a2a4-f834e70df2f8","3042.36"
"52e6988a-13f9-dd7d-567b-0816dba52a03","470433f9-5ba9-06e1-7efa-c3fce39e9ffd","e2a1ac9b-f33e-5549-a2a4-f834e70df2f8","3041.73"
"bd2fef19-8085-db0b-586b-9c71aa2d35da","470433f9-5ba9-06e1-7efa-c3fce39e9ffd","e2a1ac9b-f33e-5549-a2a4-f834e70df2f8","3024.08"
"e8fa22c3-673b-1dd1-7ea3-15021b1f0f61","0c9439ab-e84d-c40a-64fc-164365c4d064","c394e193-cda3-b422-5ff2-094d32184849","3018.60"
"e8fa22c3-673b-1dd1-7ea3-15021b1f0f61","0c9439ab-e84d-c40a-64fc-164365c4d064","c394e193-cda3-b422-5ff2-094d32184849","3018.60"
"e8fa22c3-673b-1dd1-7ea3-15021b1f0f61","0c9439ab-e84d-c40a-64fc-164365c4d064","c394e193-cda3-b422-5ff2-094d32184849","3018.60"
